no,모델명,연월,연식,연료,인승,최대출력(마력),기통,최대토크(kgm),구동방식,자동수동,국산/수입,신차가(만원),가격(만원),주행거리
10095,GM대우 All New 마티즈 슈퍼 일반형,08/01,2008.0,가솔린,,52.0,3.0,7.2,FF,,국산,931.0,150.0,70000
10096,현대 벨로스터 익스트림 터보,12/09(13년형),2013.0,가솔린,,204.0,4.0,26.9,FF,,국산,2195.0,1050.0,90000
10097,기아 뉴 오피러스 GH330 최고급형 럭셔리,06/08(07년형),2007.0,가솔린,,247.0,6.0,31.5,FF,,국산,4420.0,590.0,140000
10098,기아 스포티지R 2.0 디젤 2WD TLX 최고급형,11/09(12년형),2012.0,디젤,,184.0,4.0,40.0,FF,,국산,2499.0,890.0,140000
10099,현대 싼타페DM 2.0 VGT 4WD 익스클루시브,15/02,2015.0,디젤,,184.0,4.0,41.0,4WD,,국산,3408.0,1399.0,90000
10100,현대 벨로스터 익스트림 터보,12/10(13년형),2013.0,가솔린,,204.0,4.0,26.9,FF,,국산,2195.0,790.0,120000
10101,현대 뉴 에쿠스 VS380 익스클루시브,13/10(14년형),2014.0,가솔린,,334.0,6.0,40.3,FR,,국산,8897.0,4299.0,50000
10102,제네시스 EQ900 3.8 GDi AWD 럭셔리,17/04,2017.0,가솔린,,315.0,6.0,40.5,AWD,,국산,7415.0,5500.0,30000
10103,현대 LF쏘나타 2.0 CVVL 스마트 스페셜,14/06(15년형),2015.0,가솔린,,168.0,4.0,20.5,FF,,국산,2695.0,995.0,90000
10104,기아 더 뉴 K9 3.3 GDI 이그제큐티브,16/02,2016.0,가솔린,,300.0,6.0,35.5,FR,,국산,5330.0,3300.0,20000
10105,현대 포터Ⅱ 캠핑카,16/09(17년형),2017.0,디젤,,133.0,,,FR,,국산,,2850.0,10000
10106,오텍 이동업무차,15/12(16년형),2016.0,디젤,,174.0,,41.0,,,국산,,3400.0,60000
10107,제네시스 G80 3.3 GDi AWD 프리미엄 럭셔리,17/03,2017.0,가솔린,,282.0,6.0,35.4,AWD,,국산,5510.0,5500.0,15
10108,르노삼성 뉴 SM5  LE,11/01,2011.0,가솔린,,141.0,4.0,19.8,FF,,국산,2550.0,1050.0,90000
10109,현대 제네시스 쿠페 200 터보 P,09/02,2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,1390.0,80000
10110,기아 포르테 쿱 2.0 CVVT 고급형 레드프리미엄,09/08(10년형),2010.0,가솔린,5.0,158.0,4.0,20.2,FF,수동,국산,1966.0,499.0,130000
10111,르노삼성 SM7 VQ35 RE,06/09(07년형),2007.0,가솔린,,217.0,6.0,31.9,FF,,국산,3660.0,399.0,140000
10112,쉐보레 더 넥스트 스파크 1.0 LTZ,16/01,2016.0,가솔린,,75.0,4.0,9.6,FF,,국산,1308.0,590.0,70000
10113,기아 올 뉴 카니발 2.2 디젤 9인승 럭셔리,15/01,2015.0,디젤,,202.0,4.0,45.0,FF,,국산,2990.0,2200.0,50000
10114,쌍용 뉴코란도 290SR 소프트 탑 디젤 최고급형,99/06,1999.0,디젤,,,,,,수동,국산,2406.0,620.0,270000
10115,기아 올 뉴 카니발 2.2 디젤 11인승 럭셔리,15/05(16년형),2016.0,디젤,,,,,,,국산,,2650.0,20000
10116,기아 올 뉴 모닝 1.0 가솔린 럭셔리 JA,17/09,2017.0,가솔린,,,3.0,,FF,,국산,1180.0,849.0,40000
10117,현대 베라크루즈 4WD 300VX 럭셔리,07/08(08년형),2008.0,디젤,,240.0,6.0,46.0,4WD,,국산,3881.0,680.0,370000
10118,쉐보레 크루즈 1.8 LTZ 플러스,12/09(13년형),2013.0,가솔린,,142.0,4.0,17.9,FF,,국산,2042.0,630.0,80000
10119,기아 레이 1.0 터보 프레스티지,13/10(14년형),2014.0,가솔린,,106.0,3.0,14.0,FF,,국산,1574.0,880.0,70000
10120,현대 그랜져HG 300 프라임,12/04,2012.0,가솔린,,,,,,,국산,,1298.0,130000
10121,기아 레이 1.0 가솔린 프레스티지,14/05,2014.0,가솔린,,78.0,3.0,9.6,FF,,국산,1514.0,990.0,8000
10122,현대 제네시스 쿠페 200 터보 P,08/10(09년형),2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,1200.0,110000
10123,현대 싼타페DM 2.0 VGT 2WD 익스클루시브,13/06(14년형),2014.0,디젤,,184.0,4.0,41.0,FF,,국산,3198.0,1590.0,100000
10124,쉐보레 올 뉴 크루즈 1.4 터보 LTZ,17/05,2017.0,가솔린,,153.0,4.0,24.5,FF,,국산,2266.0,1599.0,5000
10125,기아 올 뉴 프라이드 1.6 GDI 해치백 프레스티지 에코 플러스,12/02,2012.0,가솔린,,140.0,4.0,16.9,FF,,국산,1700.0,1068.0,60000
10126,현대 그랜드스타렉스 리무진,08/07(09년형),2009.0,디젤,,175.0,,46.0,FR,,국산,,1530.0,110000
10127,현대 아이오닉 하이브리드 Q,16/03,2016.0,가솔린+전기,,141.0,4.0,27.0,FF,,국산,2898.0,1760.0,60000
10128,르노삼성 SM5 뉴 임프레션 SE 플러스,09/08,2009.0,가솔린,,143.0,4.0,20.0,FF,,국산,2220.0,360.0,160000
10129,기아 스팅어 3.3 T-GDi AWD GT,17/06(18년형),2018.0,가솔린,,370.0,,52.0,AWD,,국산,5110.0,3090.0,80000
10130,현대 뉴 제네시스 G330 모던,14/02,2014.0,가솔린,,282.0,6.0,35.4,FR,,국산,4660.0,2590.0,100000
10131,현대 YF쏘나타 2.0 Y20 프라임 블랙,11/07,2011.0,가솔린,,165.0,4.0,20.2,FF,,국산,2410.0,1190.0,70000
10132,쌍용 렉스턴 스포츠 2.2 디젤 4WD 어드벤처,18/01,2018.0,디젤,,181.0,,40.8,4WD,,국산,2766.0,2670.0,10000
10133,현대 그랜져TG L330 탑 메모리팩,05/06,2005.0,가솔린,,233.0,6.0,31.0,FF,,국산,3684.0,999.0,180000
10134,제네시스 EQ900 5.0 GDi AWD 프레스티지,16/07,2016.0,가솔린,,425.0,8.0,53.0,AWD,,국산,11490.0,5850.0,40000
10135,르노삼성 SM7 뉴 아트 LE23,08/02,2008.0,가솔린,,170.0,6.0,23.0,FF,,국산,3100.0,499.0,190000
10136,르노삼성 SM7 뉴 아트 프레스티지,09/09,2009.0,가솔린,,170.0,6.0,23.0,FF,,국산,3148.0,1190.0,100000
10137,제네시스 EQ900 3.8 GDi AWD 프레스티지,16/06,2016.0,가솔린,,315.0,6.0,40.5,AWD,,국산,10500.0,9300.0,2000
10138,현대 제네시스 쿠페 200 터보 P,08/10(09년형),2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,1140.0,120000
10139,현대 제네시스 쿠페 380 GT P,09/06(10년형),2010.0,가솔린,,,,,,수동,국산,3042.0,750.0,130000
10140,기아 더 뉴 K7 3.0 GDI 프레스티지,13/03,2013.0,가솔린,,270.0,6.0,31.6,FF,,국산,3430.0,1390.0,130000
10141,현대 제네시스 쿠페 200 터보 P,09/04,2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,1270.0,120000
10142,기아 더 뉴 K7 3.0 LPi 럭셔리,15/05,2015.0,LPG,,,,,,,국산,,1230.0,110000
10143,현대 쏘나타 더 브릴리언트 2.0 T-GDi 프리미엄,12/11(13년형),2013.0,가솔린,,271.0,4.0,37.1,FF,,국산,2980.0,850.0,110000
10144,쌍용 뉴카이런 2.7 LV7 4WD 최고급형,07/09(08년형),2008.0,디젤,,176.0,5.0,35.7,4WD,,국산,3034.0,530.0,160000
10145,현대 포터Ⅱ 초장축 더블캡 SUP 최고급형,09/03,2009.0,디젤,,,,,,,국산,,640.0,230000
10146,쌍용 뉴 체어맨W CW600 4트로닉 프레스티지,15/09,2015.0,가솔린,,225.0,6.0,30.2,4WD,,국산,6414.0,2150.0,70000
10147,기아 더 뉴 K7 2.4 GDI 프레스티지 스페셜,13/09,2013.0,가솔린,,201.0,4.0,25.5,FF,,국산,3141.0,1890.0,50000
10148,기아 올 뉴 모닝 1.0 가솔린 디럭스 스페셜,13/09(14년형),2014.0,가솔린,,82.0,3.0,9.6,FF,,국산,1050.0,250.0,60000
10149,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스,15/11(16년형),2016.0,디젤,,202.0,4.0,45.0,FF,,국산,5415.0,3590.0,70000
10150,현대 더 뉴 제네시스 쿠페 380 GT R,11/12(12년형),2012.0,가솔린,,350.0,6.0,40.8,FR,,국산,3536.0,1199.0,100000
10151,현대 그랜져HG 300 LPG 모던,13/03,2013.0,LPG,,235.0,,28.6,FF,,국산,,1140.0,140000
10152,쌍용 액티언 스포츠 AX7 4WD 패션,11/06,2011.0,디젤,,145.0,,31.6,FR,,국산,2390.0,350.0,120000
10153,현대 더 뉴 제네시스 쿠페 200 터보 S,12/01,2012.0,가솔린,,275.0,4.0,38.0,FR,,국산,2965.0,1790.0,60000
10154,오토캠프 이동업무차,17/07,2017.0,디젤,,133.0,,,FR,,국산,,4150.0,10000
10155,기아 더 뉴 K5 터보 노블레스,14/12(15년형),2015.0,가솔린,,271.0,4.0,37.1,FF,,국산,3020.0,1800.0,60000
10156,기아 스포티지 4세대 2.0 디젤 2WD 프레스티지,15/09(16년형),2016.0,디젤,,186.0,4.0,41.0,FF,,국산,2518.0,2180.0,30000
10157,현대 쏠라티 15인승 럭셔리,16/02,2016.0,디젤,15.0,170.0,,43.0,FR,수동,국산,,3780.0,30000
10158,기아 K7 VG240 디럭스 스페셜,10/08(11년형),2011.0,가솔린,,180.0,4.0,23.5,FF,,국산,3115.0,1070.0,110000
10159,현대 뉴 제네시스 G380 파이니스트 에디션 AWD,15/07,2015.0,가솔린,,315.0,6.0,40.5,AWD,,국산,7123.0,3100.0,90000
10160,현대 트라제XG 2.0 골드 디젤 9인승 고급형,07/08,2007.0,디젤,,126.0,4.0,29.5,FF,,국산,2263.0,299.0,190000
10161,기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,14/06,2014.0,디젤,,184.0,4.0,41.0,FF,,국산,2565.0,1499.0,100000
10162,현대 제네시스 쿠페 200 터보 P,09/11(10년형),2010.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,790.0,140000
10163,현대 그랜져HG 300 LPG 장애인용,11/05,2011.0,LPG,,235.0,,28.6,FF,,국산,,1200.0,140000
10164,기아 그랜드카니발 GLX 최고급형,05/08(06년형),2006.0,디젤,,170.0,4.0,36.0,FF,,국산,2510.0,1320.0,150000
10165,현대 투싼 2.0 CRDi 디젤 JX 2WD 고급형,05/03,2005.0,디젤,5.0,142.0,4.0,18.8,FF,수동,국산,1610.0,330.0,180000
10166,기아 로체 D-LEV 고급형,07/01,2007.0,디젤,,143.0,4.0,32.0,FF,,국산,2209.0,299.0,190000
10167,기아 뉴모닝 밴,09/09(10년형),2010.0,가솔린,,72.0,,9.2,FF,,국산,,278.0,120000
10168,제네시스 GV80 3.0 디젤 AWD 7인승,20/02,2020.0,디젤,,278.0,,60.0,AWD,,국산,7030.0,8140.0,13
10169,기아 뉴 오피러스 GH270 고급형,07/08,2007.0,가솔린,,192.0,6.0,25.5,FF,,국산,3460.0,699.0,250000
10170,현대 싼타페DM 2.0 VGT 2WD 익스클루시브,13/02,2013.0,디젤,,184.0,4.0,41.0,FF,,국산,3394.0,1490.0,100000
10171,현대 YF쏘나타 2.0 Y20 LPi 프리미어 장애인용,09/11(10년형),2010.0,LPG,,157.0,,20.0,FF,,국산,,599.0,180000
10172,기아 스포티지 4세대 2.0 디젤 2WD 노블레스 스페셜,15/09(16년형),2016.0,디젤,,186.0,4.0,41.0,FF,,국산,2842.0,2700.0,3000
10173,현대 그랜져TG Q270 럭셔리,06/05,2006.0,가솔린,,195.0,6.0,25.6,FF,,국산,2971.0,450.0,170000
10174,현대 그랜져TG Q270 럭셔리,07/12(08년형),2008.0,가솔린,,195.0,6.0,25.6,FF,,국산,2971.0,350.0,140000
10175,현대 아반떼XD 1.5 디럭스 월드컵,02/06,2002.0,가솔린,,102.0,,13.6,FF,,국산,,190.0,90000
10176,기아 뉴 프라이드 1.6 CVVT 4도어 골드 프리미엄,11/09,2011.0,가솔린,,112.0,4.0,14.8,FF,,국산,1394.0,688.0,60000
10177,쉐보레 스파크 밴,11/09(12년형),2012.0,가솔린,,70.0,,9.4,FF,,국산,,316.0,80000
10178,현대 포터2 초장축 더블캡 CRDi 고급형,08/06,2008.0,디젤,,,,,,수동,국산,,270.0,160000
10179,기아 모하비 KV300 2WD 최고급형,11/03,2011.0,디젤,,250.0,6.0,55.1,FR,,국산,4345.0,2050.0,130000
10180,현대 제네시스 쿠페 200 터보 P,09/11(10년형),2010.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,1280.0,90000
10181,현대 뉴 에쿠스 VS 380 프레스티지,13/05(14년형),2014.0,가솔린,,334.0,6.0,40.3,FR,,국산,10567.0,1990.0,180000
10182,현대 더 뉴 아반떼 1.6 GDi 모던,14/10(15년형),2015.0,가솔린,,140.0,4.0,16.9,FF,,국산,1910.0,1450.0,30000
10183,현대 그랜져HG 240 모던,14/10(15년형),2015.0,가솔린,,190.0,4.0,25.5,FF,,국산,2988.0,2370.0,20000
10184,르노삼성 SM7 뉴 아트 프레스티지 ,09/09,2009.0,가솔린,,170.0,6.0,23.0,FF,,국산,3148.0,1300.0,90000
10185,르노삼성 뉴 SM5 에코 임프레션 LPi 장애인용 LE,10/08,2010.0,LPG,,140.0,,19.7,FF,,국산,,470.0,220000
10186,제네시스 G80 3.3 GDi AWD 프리미엄 럭셔리,16/10(17년형),2017.0,가솔린,,282.0,6.0,35.4,AWD,,국산,5510.0,4150.0,30000
10187,현대 그랜드스타렉스 VAN 3인승 CVX 밸류,10/05,2010.0,디젤,,174.0,,41.0,FR,,국산,1734.0,590.0,210000
10188,현대 뉴 투스카니 2.0 GT 고급형,07/08,2007.0,가솔린,4.0,143.0,,19.0,FF,수동,국산,,290.0,140000
10189,현대 아반떼MD M16 GDi 프리미어,12/03,2012.0,가솔린,,140.0,,17.0,FF,,국산,1810.0,1200.0,20000
10190,기아 더 프레스티지 K7 3.0 GDI 프레스티지,11/06(12년형),2012.0,가솔린,,270.0,6.0,31.6,FF,,국산,3634.0,2090.0,160000
10191,르노삼성 QM3 RE,14/06,2014.0,디젤,,90.0,4.0,22.4,FF,,국산,2450.0,1190.0,100000
10192,현대 올 뉴 투싼 2.0 E-VGT 2WD 모던,15/11(16년형),2016.0,디젤,,186.0,4.0,41.0,FF,,국산,2655.0,1750.0,30000
10193,현대 그랜져HG 240 모던,15/07,2015.0,가솔린,,190.0,4.0,25.5,FF,,국산,2988.0,2550.0,10000
10194,현대 더 뉴 벨로스터 터보 디 스펙 DCT,15/05(16년형),2016.0,가솔린,,204.0,4.0,26.9,FF,,국산,2370.0,1277.0,30000
10195,르노삼성 더 뉴 QM6 2.0 LPe 2WD RE 시그니처,20/07,2020.0,LPG,,140.0,4.0,19.7,FF,,국산,2946.0,2820.0,41
10196,현대 아반떼AD 스포츠 1.6 T-GDi 오리지널,18/02,2018.0,가솔린,,204.0,4.0,26.9,FF,,국산,2060.0,1580.0,40000
10197,현대 더 뉴 제네시스 쿠페 200 터보 S,12/08,2012.0,가솔린,,275.0,4.0,38.0,FR,,국산,2965.0,990.0,100000
10198,기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,14/04,2014.0,디젤,,184.0,4.0,41.0,FF,,국산,2565.0,1870.0,70000
10199,기아 K5 2.0 프레스티지,11/02,2011.0,가솔린,,165.0,4.0,20.2,FF,,국산,2595.0,1190.0,120000
10200,기아 올 뉴 카니발 2.2 디젤 7인승 하이리무진 프레지던트,15/10(16년형),2016.0,디젤,,202.0,4.0,45.0,FF,,국산,5696.0,4349.0,30000
10201,기아 올 뉴 K7 2.4 GDi 프레스티지,16/11,2016.0,가솔린,,190.0,4.0,24.6,FF,,국산,3090.0,1980.0,60000
10202,르노삼성 SM7 VQ35 프리미어,06/06,2006.0,가솔린,,217.0,6.0,31.9,FF,,국산,3920.0,430.0,190000
10203,기아 올 뉴 쏘렌토 2.0 디젤 2WD 노블레스,16/06,2016.0,디젤,,186.0,4.0,41.0,FF,,국산,3150.0,2599.0,40000
10204,현대 제네시스 쿠페 200 터보 P,08/10(09년형),2009.0,가솔린,4.0,210.0,4.0,30.5,FR,수동,국산,2641.0,680.0,140000
10205,현대 그랜져HG 300 로얄,11/07,2011.0,가솔린,,270.0,6.0,31.5,FF,,국산,3901.0,1590.0,110000
10206,현대 쏘나타 더 브릴리언트 LPi 스타일,13/03,2013.0,LPG,,157.0,,20.0,FF,,국산,,699.0,90000
10207,르노삼성 SM6 2.0 GDe LE,16/12,2016.0,가솔린,,150.0,4.0,20.6,FF,,국산,2795.0,2150.0,10000
10208,제일모빌 이동업무차 AR9,19/01(18년형),2018.0,디젤,,133.0,,,FR,,국산,,6350.0,5000
10209,기아 K5 2.0 LPi 프레스티지,11/11(12년형),2012.0,LPG,,144.0,,19.3,FF,,국산,,870.0,60000
10210,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,14/08(15년형),2015.0,디젤,,202.0,4.0,45.0,FF,,국산,4985.0,3450.0,90000
10211,쉐보레 스파크 LS 스타,12/11,2012.0,가솔린,5.0,70.0,4.0,9.4,FF,수동,국산,1098.0,360.0,90000
10212,기아 봉고3 1톤 4X2 CRDI 초장축 킹캡,11/03,2011.0,디젤,3.0,,,,FR,수동,국산,,550.0,110000
10213,현대 제네시스 쿠페 380 GT R,08/10(09년형),2009.0,가솔린,,,,,,수동,국산,3392.0,1390.0,80000
10214,현대 뉴 에쿠스 VS 380 모던,13/10(14년형),2014.0,가솔린,,334.0,6.0,40.3,FR,,국산,6839.0,1990.0,170000
10215,쌍용 코란도 스포츠 CX7 4WD 패션,15/11(16년형),2016.0,디젤,,155.0,,36.7,4WD,,국산,,1790.0,80000
10216,기아 레이 1.0 터보,12/11(13년형),2013.0,가솔린,,106.0,3.0,14.0,FF,,국산,1560.0,570.0,120000
10217,기아 더 뉴 K5 2.0 노블레스,13/09(14년형),2014.0,가솔린,,172.0,4.0,20.5,FF,,국산,2785.0,1380.0,60000
10218,기아 스포티지R 2.0 디젤 2WD TLX 최고급형,10/10(11년형),2011.0,디젤,,184.0,4.0,40.0,FF,,국산,2499.0,750.0,110000
10219,현대 아반떼AD 1.6 GDi 스마트 스페셜,16/05(17년형),2017.0,가솔린,,132.0,4.0,16.3,FF,,국산,1878.0,1485.0,30000
10220,기아 프라이드 1.3 5도어 GLXI,96/10,1996.0,가솔린,,73.0,4.0,13.5,FF,,국산,510.0,390.0,140000
10221,현대 e마이티 2.5톤 더블캡 SUP,07/03,2007.0,디젤,,,,,,수동,국산,,895.0,140000
10222,기아 올 뉴 쏘렌토 2.2 디젤 2WD 노블레스 스페셜,16/01,2016.0,디젤,,202.0,4.0,45.0,FF,,국산,3365.0,2990.0,40000
10223,기아 뉴 카니발 R 리무진 GLX 디젤,14/04,2014.0,디젤,,197.0,,44.5,FF,,국산,2966.0,1200.0,140000
10224,쉐보레 스파크 LT,12/11,2012.0,가솔린,,70.0,4.0,9.4,FF,,국산,1143.0,570.0,30000
10225,현대 투스카니 2.7 엘리사 고급형,02/11,2002.0,가솔린,4.0,175.0,6.0,,FF,수동,국산,2170.0,190.0,80000
10226,현대 쏘나타 하이브리드 2.0 HEV 모던,13/07(14년형),2014.0,가솔린+전기,,191.0,4.0,27.0,FF,,국산,3151.0,1320.0,50000
10227,현대 제네시스 쿠페 200 터보 P,09/03,2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,1450.0,80000
10228,현대 뉴 제네시스 G380 익스클루시브 AWD,14/03,2014.0,가솔린,,315.0,6.0,40.5,AWD,,국산,5760.0,3400.0,130000
10229,현대 제네시스 쿠페 380 GT R,10/12,2010.0,가솔린,,303.0,6.0,36.8,FR,,국산,3392.0,1190.0,60000
10230,현대 YF쏘나타 2.0 Y20 프리미어 고급형,09/11(10년형),2010.0,가솔린,,165.0,4.0,20.2,FF,,국산,2490.0,399.0,150000
10231,기아 K7 VG270 럭셔리 프리미엄,10/08(11년형),2011.0,가솔린,,200.0,6.0,26.0,FF,,국산,3590.0,1380.0,120000
10232,기아 뉴모닝 LX 고급형,08/11(09년형),2009.0,가솔린,,64.0,4.0,8.8,FF,,국산,787.0,359.0,60000
10233,현대 그랜져TG Q270 럭셔리,06/03,2006.0,가솔린,,195.0,6.0,25.6,FF,,국산,2971.0,390.0,450000
10234,현대 YF쏘나타 2.0 Y20 LPi 럭셔리,10/10(11년형),2011.0,LPG,,157.0,,20.0,FF,,국산,,550.0,210000
10235,기아 K3 1.6 GDI 트렌디,14/12(15년형),2015.0,가솔린,,140.0,4.0,16.9,FF,,국산,1837.0,600.0,90000
10236,현대 e-카운티 캠핑카,05/03,2005.0,디젤,,170.0,,62.0,,수동,국산,,3800.0,210000
10237,제네시스 G80 3.3 GDi 럭셔리,16/11(17년형),2017.0,가솔린,,282.0,6.0,35.4,FR,,국산,4810.0,4590.0,5000
10238,현대 아반떼AD 1.6 GDi 스마트,16/02,2016.0,가솔린,,132.0,4.0,16.3,FF,,국산,1765.0,790.0,130000
10239,현대 뉴EF쏘나타 2.0 골드 최고급형,03/07,2003.0,가솔린,,133.0,4.0,18.1,FF,,국산,2320.0,140.0,130000
10240,현대 그랜져HG 240 모던,15/05(16년형),2016.0,가솔린,,190.0,4.0,25.5,FF,,국산,2988.0,2700.0,6000
10241,현대 아반떼MD M16 GDi 프리미어,11/01,2011.0,가솔린,,140.0,,17.0,FF,,국산,1810.0,970.0,60000
10242,기아 K7 VG270 LPI 럭셔리,10/07(11년형),2011.0,LPG,,165.0,,25.0,FF,,국산,,1530.0,150000
10243,기아 더 뉴 스포티지R 2.0 T-GDI 트렌디,13/12(14년형),2014.0,가솔린,,261.0,4.0,37.2,FF,,국산,2325.0,1700.0,60000
10244,기아 K5 2.0 LPi 프레스티지,12/10(13년형),2013.0,LPG,,144.0,,19.3,FF,,국산,,1320.0,50000
10245,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,15/10(16년형),2016.0,디젤,,202.0,4.0,45.0,FF,,국산,4985.0,4100.0,60000
10246,기아 쏘렌토R 2.0 TLX 2WD 최고급형,10/04,2010.0,디젤,,184.0,4.0,40.0,FF,,국산,2791.0,990.0,160000
10247,현대 제네시스 BH330 럭셔리 VIP팩,08/12(09년형),2009.0,가솔린,,262.0,6.0,32.1,FR,,국산,5203.0,1290.0,210000
10248,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,16/06,2016.0,디젤,,202.0,4.0,45.0,FF,,국산,4985.0,3590.0,30000
10249,현대 뉴 에쿠스 VS380,13/11(14년형),2014.0,가솔린,,334.0,6.0,40.3,FR,,국산,10567.0,5699.0,40000
10250,현대 그랜져HG 300 노블,11/05,2011.0,가솔린,,270.0,6.0,31.5,FF,,국산,3527.0,1650.0,100000
10251,현대 제네시스 BH380 프레스티지 스페셜,12/10(13년형),2013.0,가솔린,,334.0,6.0,40.3,FR,,국산,6394.0,1799.0,100000
10252,현대 그랜져TG Q270 프리미어 스마트팩,05/09,2005.0,가솔린,,195.0,6.0,25.6,FF,,국산,3410.0,600.0,90000
10253,쌍용 무쏘 스포츠  FX5 CT 고급형,04/09(05년형),2005.0,디젤,,120.0,,25.5,FR,,국산,,399.0,120000
10254,현대 뉴 i30 1.6 VGT PYL,13/07(14년형),2014.0,디젤,,128.0,4.0,26.5,FF,,국산,2095.0,950.0,120000
10255,기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,16/10(17년형),2017.0,디젤,,202.0,4.0,45.0,FF,,국산,3340.0,2590.0,80000
10256,현대 제네시스 쿠페 200 터보 RW,10/09,2010.0,가솔린,,210.0,4.0,30.5,FR,,국산,3136.0,1370.0,70000
10257,기아 올 뉴 쏘렌토 2.0 디젤 4WD 노블레스 스페셜,15/10(16년형),2016.0,디젤,,186.0,4.0,41.0,4WD,,국산,3530.0,1850.0,140000
10258,현대 포터2 더블캡 윙바디,14/04(15년형),2015.0,디젤,,,,,,수동,국산,,1070.0,70000
10259,현대 그랜저 뉴 럭셔리 Q270 럭셔리,09/06(10년형),2010.0,가솔린,,195.0,6.0,25.5,FF,,국산,3182.0,682.0,70000
10260,현대 포니 1.2 1200,78/00,1978.0,가솔린,5.0,,,,FR,수동,국산,,2500.0,150000
10261,기아 더 프레스티지 K7 3.0 GDI 노블레스,11/03(12년형),2012.0,가솔린,,270.0,6.0,31.6,FF,,국산,3870.0,2190.0,60000
10262,기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,12/08(13년형),2013.0,디젤,,184.0,4.0,40.0,FF,,국산,2625.0,1690.0,40000
10263,쉐보레 스파크 밴,11/09(12년형),2012.0,가솔린,,70.0,,9.4,FF,,국산,,288.0,60000
10264,쌍용 코란도 스포츠 CX7 4WD 비전,12/01,2012.0,디젤,,155.0,,36.7,4WD,,국산,,820.0,180000
10265,기아 뉴 페이스 카렌스 2.0 LPI GLX 최고급형,09/11(10년형),2010.0,LPG,,141.0,4.0,19.0,FF,,국산,2041.0,390.0,200000
10266,제네시스 GV80 3.0 디젤 AWD 5인승,20/02,2020.0,디젤,,278.0,,60.0,AWD,,국산,6930.0,8040.0,174
10267,현대 제네시스 쿠페 380 GT R,09/03,2009.0,가솔린,,303.0,6.0,36.8,FR,,국산,3392.0,890.0,130000
10268,기아 더 뉴 K5 2.0 LPi 디럭스,14/07(15년형),2015.0,LPG,,155.0,,19.8,FF,,국산,,750.0,70000
10269,현대 그랜져HG 300 LPG 장애인용,14/03,2014.0,LPG,,235.0,,28.6,FF,,국산,,1750.0,90000
10270,GM대우 All New 마티즈 씨티 일반형,06/09(07년형),2007.0,가솔린,,52.0,3.0,7.2,FF,,국산,791.0,199.0,110000
10271,현대 더 뉴 그랜드스타렉스 캠핑카 2WD,20/07,2020.0,디젤,,175.0,,,FR,,국산,,4050.0,3000
10272,현대 그랜져HG 300 LPG 익스클루시브,15/05(16년형),2016.0,LPG,,235.0,,28.6,FF,,국산,,2050.0,70000
10273,세정 해피카,06/03,2006.0,LPG,,,,,,수동,국산,,395.0,50000
10274,GM대우 윈스톰 LT 7인승 2WD 기본형,07/06,2007.0,디젤,,145.0,4.0,31.6,FF,,국산,2384.0,1.0,230000
10275,현대 그랜져HG 220 디젤 모던,16/03,2016.0,디젤,,202.0,4.0,45.0,FF,,국산,3215.0,1588.0,120000
10276,쌍용 체어맨W CW700 VVIP,08/05,2008.0,가솔린,,250.0,6.0,35.0,FR,,국산,7270.0,590.0,120000
10277,제네시스 EQ900 3.3 T-GDi AWD 프레스티지,18/02,2018.0,가솔린,,370.0,6.0,52.0,AWD,,국산,11093.0,7500.0,10000
10278,GM대우 마티즈 크리에이티브 그루브 고급형,10/10(11년형),2011.0,가솔린,,70.0,4.0,9.4,FF,,국산,958.0,180.0,70000
10279,현대 올 뉴 투싼 2.0 E-VGT 2WD 모던,18/02,2018.0,디젤,,186.0,4.0,41.0,FF,,국산,2557.0,1990.0,40000
10280,기아 레이 1.0 가솔린 럭셔리,15/02(16년형),2016.0,가솔린,,78.0,3.0,9.6,FF,,국산,1426.0,720.0,120000
