모델명,연식,최대출력(마력),기통,최대토크(kgm),신차가(만원),가격(만원),주행거리,구동방식
현대 제네시스 GP500 프라다,2012.0,430.0,8.0,52.0,7900.0,2150.0,130000,1
르노삼성 올 뉴 SM7 RE 파노라마,2012.0,190.0,6.0,24.8,3505.0,1390.0,190000,0
현대 벨로스터 익스트림,2012.0,140.0,4.0,17.0,2095.0,598.0,110000,0
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2011.0,184.0,4.0,40.0,2499.0,740.0,220000,0
현대 뉴 에쿠스 VS 380 럭셔리,2011.0,290.0,6.0,36.5,6622.0,690.0,240000,1
기아 레이 1.0 가솔린 럭셔리,2013.0,78.0,3.0,9.6,1375.0,690.0,60000,0
기아 K5 2.0 프레스티지,2011.0,165.0,4.0,20.2,2595.0,799.0,220000,0
르노삼성 SM7 뉴 아트 RE23,2008.0,170.0,6.0,23.0,3210.0,890.0,210000,0
쉐보레 크루즈 2.0 LTZ 퍼펙트 블랙,2014.0,163.0,4.0,36.7,2315.0,1250.0,40000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,1090.0,100000,1
현대 그랜져HG 240 모던,2013.0,201.0,4.0,25.5,2976.0,2390.0,70000,0
르노삼성 SM7 VQ23 LE 플레저,2007.0,170.0,6.0,23.0,2930.0,530.0,150000,0
르노삼성 SM6 1.6 TCe LE,2016.0,190.0,4.0,26.5,2960.0,2390.0,10000,0
제네시스 G80 3.3 GDi 럭셔리,2017.0,282.0,6.0,35.4,4810.0,2550.0,60000,1
기아 올 뉴 카니발 3.3 GDi 7인승 하이리무진 프레지던트,2017.0,280.0,6.0,34.7,5757.0,4540.0,20000,0
현대 싼타페CM 2.2 VGT CLX 2WD 최고급형,2006.0,172.0,4.0,37.0,2984.0,750.0,90000,0
기아 올 뉴 카렌스 2.0 LPI 프레스티지,2014.0,154.0,4.0,19.8,2178.0,1190.0,50000,0
기아 K3 1.6 GDI 트렌디,2013.0,140.0,4.0,16.9,1788.0,890.0,60000,0
기아 올 뉴 프라이드 1.6 GDI 세단 럭셔리 에코 플러스,2012.0,140.0,4.0,16.9,1558.0,780.0,30000,0
제네시스 G90 5.0 GDi AWD 프레스티지,2019.0,425.0,8.0,53.0,11878.0,8690.0,20000,3
현대 에쿠스 JS 350 럭셔리,2004.0,210.0,6.0,31.0,5852.0,280.0,220000,0
기아 K9 3.3 GDI 이그제큐티브,2014.0,300.0,6.0,35.5,5590.0,2280.0,100000,1
현대 뉴 제네시스 G330 프리미엄 AWD,2014.0,282.0,6.0,35.4,5510.0,1690.0,190000,3
쉐보레 크루즈 2.0 LTZ 플러스,2012.0,163.0,4.0,36.7,2251.0,1390.0,70000,0
현대 제네시스 쿠페 200 터보 RW,2010.0,210.0,4.0,30.5,3136.0,1090.0,120000,1
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,990.0,110000,1
기아 K5 2.0 프레스티지,2012.0,165.0,4.0,20.2,2600.0,999.0,110000,0
쉐보레 올란도 2.0 LPI LS 고급형,2012.0,140.0,4.0,18.8,1942.0,850.0,140000,0
기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2014.0,184.0,4.0,41.0,2565.0,1199.0,110000,0
쉐보레 말리부 2.4 LTZ,2014.0,170.0,6.0,23.0,3162.0,1695.0,60000,0
현대 뉴 에쿠스 VS 500 프레스티지,2014.0,416.0,8.0,52.0,11193.0,2850.0,130000,1
기아 더 뉴 K9 3.3 GDI 이그제큐티브,2014.0,300.0,6.0,35.5,5330.0,1950.0,80000,1
GM대우 레조 2.0 LD LPG 엔조이,2007.0,95.0,4.0,16.1,1540.0,220.0,70000,0
현대 더 뉴 아반떼 1.6 GDi 프리미엄,2014.0,140.0,4.0,16.9,1990.0,1210.0,40000,0
쌍용 액티언 CX5 2WD 고급형,2009.0,145.0,4.0,31.6,2010.0,390.0,170000,1
현대 그랜져IG 3.0 GDI 익스클루시브 스페셜,2017.0,266.0,6.0,31.4,3870.0,3399.0,10000,0
기아 모하비 KV300 4WD 최고급형,2012.0,260.0,6.0,56.0,4511.0,1730.0,150000,2
제네시스 G70 2.0 T-GDi AWD 어드밴스드,2018.0,252.0,4.0,36.0,4000.0,3480.0,9000,3
르노삼성 뉴 SM5 LE,2007.0,140.0,4.0,18.8,2270.0,360.0,180000,0
기아 더 프레스티지 K7 2.4 GDI 럭셔리,2012.0,201.0,4.0,25.5,2999.0,1299.0,110000,0
기아 모하비 KV300 상시4WD,2014.0,260.0,6.0,56.0,4625.0,2630.0,70000,2
기아 K9 3.3 GDI 이그제큐티브,2014.0,300.0,6.0,35.5,5590.0,3180.0,50000,1
쌍용 코란도 투리스모 2.2 디젤 4WD TX 9인승,2016.0,178.0,4.0,40.8,3020.0,2680.0,36,2
현대 제네시스 쿠페 380 GT R,2009.0,303.0,6.0,36.8,3392.0,550.0,150000,1
기아 K5 2.0 노블레스,2011.0,165.0,4.0,20.2,2725.0,1190.0,120000,0
현대 제네시스 쿠페 380 GT R,2009.0,303.0,6.0,36.8,3392.0,830.0,140000,1
현대 더 뉴 제네시스 쿠페 200 터보 S,2012.0,275.0,4.0,38.0,2965.0,2250.0,8000,1
르노삼성 SM5 뉴 임프레션 LE,2009.0,143.0,4.0,20.0,2390.0,890.0,120000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,789.0,100000,1
현대 벨로스터 익스트림,2013.0,140.0,4.0,17.0,2095.0,1095.0,70000,0
르노삼성 SM518,2002.0,132.0,4.0,16.5,1447.0,200.0,160000,0
현대 i30 1.6 VVT 럭셔리,2008.0,121.0,4.0,15.6,1425.0,490.0,100000,0
기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스,2017.0,202.0,4.0,45.0,5539.0,3690.0,60000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1270.0,60000,1
르노삼성 뉴 SM5 LE,2011.0,141.0,4.0,19.8,2550.0,449.0,170000,0
쉐보레 크루즈 2.0 LTZ 플러스,2013.0,163.0,4.0,36.7,2330.0,560.0,90000,0
기아 K3 1.6 GDI 노블레스,2013.0,140.0,4.0,16.9,1975.0,1340.0,50000,0
르노삼성 QM3 LE,2015.0,90.0,4.0,22.4,2380.0,890.0,80000,0
현대 뉴 에쿠스 VL 500 프레스티지 리무진,2010.0,400.0,8.0,51.0,14600.0,2390.0,180000,1
현대 벨로스터 터보 D 스펙,2014.0,204.0,4.0,26.9,2130.0,699.0,90000,0
기아 K7 VG270 프레스티지,2010.0,200.0,6.0,26.0,3560.0,1000.0,190000,0
현대 그랜져HG 240 모던,2015.0,190.0,4.0,25.5,2988.0,1111.0,110000,0
기아 더 뉴 카니발 2.2 디젤 9인승 노블레스 스페셜,2019.0,202.0,4.0,45.0,3920.0,3230.0,10000,0
현대 제네시스 BH330 럭셔리,2010.0,262.0,6.0,32.1,4724.0,1090.0,190000,1
르노삼성 올 뉴 SM7 RE S/S 컬렉션,2013.0,190.0,6.0,24.8,3525.0,750.0,110000,0
기아 쏘렌토 2.5 LX 4WD 고급형,2005.0,145.0,4.0,33.0,2230.0,450.0,240000,2
현대 더 뉴 아반떼 1.6 GDi 스마트,2014.0,140.0,4.0,16.9,1734.0,900.0,50000,0
쉐보레 트랙스 1.4 가솔린 LTZ,2015.0,140.0,4.0,20.4,2302.0,1490.0,30000,0
기아 올 뉴 모닝 바이퓨얼 럭셔리,2012.0,82.0,3.0,9.6,1235.0,530.0,70000,0
기아 레이 1.0 가솔린 프레스티지,2016.0,78.0,3.0,9.6,1534.0,890.0,50000,0
기아 레이 1.0 터보 프레스티지,2013.0,106.0,3.0,14.0,1574.0,1190.0,80000,0
현대 뉴 투스카니 2.0 GTS-2 기본형,2007.0,143.0,4.0,19.0,2046.0,420.0,150000,0
쌍용 코란도 C 클러비 2WD 파크,2011.0,181.0,4.0,36.7,2455.0,790.0,140000,0
현대 더 뉴 맥스크루즈 R2.2 e-VGT 2WD 익스클루시브,2017.0,202.0,4.0,45.0,3440.0,2590.0,30000,0
기아 스포티지R 2.0 디젤 2WD TLX 고급형,2012.0,184.0,4.0,40.0,2187.0,1250.0,120000,0
기아 K5 2.0 프레스티지,2011.0,165.0,4.0,20.2,2595.0,1299.0,80000,0
기아 더 뉴 K7 3.0 GDI 프레스티지 스페셜,2014.0,270.0,6.0,31.6,3688.0,2380.0,60000,0
현대 뉴 투스카니 2.0 GTS 레드팩,2007.0,143.0,4.0,19.0,2024.0,399.0,110000,0
현대 베라크루즈 2WD 300VX 럭셔리,2008.0,240.0,6.0,46.0,3687.0,775.0,210000,0
기아 모하비 KV460 4WD 최고급형,2009.0,340.0,8.0,44.4,4840.0,2590.0,50000,2
기아 뉴 프라이드 1.5 VGT 4도어 SLX,2006.0,112.0,4.0,24.5,1255.0,409.0,120000,0
기아 쏘렌토 2.5 LX 4WD 최고급형,2006.0,145.0,4.0,33.0,2386.0,360.0,180000,2
기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2015.0,202.0,4.0,45.0,3630.0,2380.0,120000,0
현대 올 뉴 투싼 2.0 E-VGT 2WD 스타일,2016.0,186.0,4.0,41.0,2250.0,1699.0,50000,0
현대 그랜져IG 3.0 GDI 익스클루시브,2018.0,266.0,6.0,31.4,3595.0,2949.0,6000,0
기아 그랜드카니발 R 하이리무진 11인승 2.2 GLX 프리미엄,2013.0,197.0,4.0,44.5,4541.0,1830.0,130000,0
쉐보레 크루즈 2.0 LTZ ,2011.0,163.0,4.0,36.7,1970.0,920.0,80000,0
기아 올 뉴 쏘렌토 2.0 디젤 2WD 노블레스 스페셜,2015.0,186.0,4.0,41.0,3320.0,3100.0,10000,0
GM대우 마티즈 크리에이티브 팝 일반형,2010.0,70.0,4.0,9.4,906.0,330.0,120000,0
기아 뉴모닝 LX 고급형 블랙프리미엄,2011.0,72.0,4.0,9.2,833.0,570.0,60000,0
기아 레이 1.0 가솔린 디럭스 스페셜,2013.0,78.0,3.0,9.6,1310.0,650.0,50000,0
쉐보레 올란도 2.0 디젤 LTZ 프리미엄,2013.0,163.0,4.0,36.7,2668.0,1460.0,70000,0
기아 레이 1.0 가솔린 디럭스 스페셜,2012.0,78.0,3.0,9.6,1290.0,720.0,90000,0
기아 레이 1.0 가솔린 럭셔리,2012.0,78.0,3.0,9.6,1375.0,598.0,60000,0
기아 K3 1.6 GDI 프레스티지,2013.0,140.0,4.0,16.9,1875.0,1700.0,50000,0
르노삼성 SM7 뉴 아트 LE35,2009.0,217.0,6.0,31.9,3610.0,450.0,170000,0
현대 뉴 에쿠스 VS 380 프레스티지 VIPⅡ,2010.0,290.0,6.0,36.5,9940.0,999.0,240000,1
쉐보레 크루즈 2.0 LTZ 플러스,2011.0,163.0,4.0,36.7,2142.0,580.0,140000,0
현대 뉴 에쿠스 VS 380 럭셔리,2012.0,290.0,6.0,36.5,6622.0,2550.0,110000,1
쉐보레 스파크 LS 스타,2012.0,70.0,4.0,9.4,1098.0,369.0,70000,0
제네시스 G80 3.3 GDi 럭셔리,2017.0,282.0,6.0,35.4,4810.0,3600.0,30000,1
현대 싼타페 더 프라임 2.2 디젤 4WD 익스클루시브 스페셜,2017.0,202.0,4.0,45.0,3633.0,2450.0,70000,2
현대 그랜져HG 300 익스클루시브,2015.0,270.0,6.0,31.5,3595.0,2490.0,50000,0
기아 올 뉴 카니발 3.3 GDi 7인승 리무진 프레지던트,2017.0,280.0,6.0,34.7,3770.0,3000.0,20000,0
현대 그랜져HG 220 디젤 모던,2015.0,202.0,4.0,45.0,3156.0,2180.0,50000,0
기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2014.0,184.0,4.0,41.0,2565.0,1790.0,60000,0
쉐보레 올란도 1.6 디젤 LT 세이프티,2018.0,134.0,4.0,32.6,2808.0,870.0,60000,0
기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,2015.0,202.0,4.0,45.0,3270.0,2650.0,50000,0
현대 그랜져TG S380 탑,2006.0,264.0,6.0,35.5,4059.0,990.0,140000,0
기아 K5 2세대 2.0 T-GDI SX 노블레스 스페셜,2016.0,245.0,4.0,36.0,3125.0,1550.0,30000,0
기아 더 K9 3.3 T-GDI 마스터즈Ⅱ,2019.0,370.0,6.0,52.0,6528.0,5350.0,8000,1
기아 K3 1.6 GDI 럭셔리,2014.0,140.0,4.0,16.9,1734.0,878.0,80000,0
기아 더 뉴 스포티지R 2.0 디젤 2WD 트렌디,2015.0,184.0,4.0,41.0,2405.0,1890.0,60000,0
현대 아반떼AD 스포츠 1.6 T-GDi M/T,2018.0,204.0,4.0,26.9,1965.0,1599.0,30000,0
르노삼성 SM520 LE,2005.0,143.0,4.0,18.5,1896.0,200.0,150000,0
제네시스 EQ900 3.8 GDi AWD 럭셔리,2016.0,315.0,6.0,40.5,7415.0,4700.0,70000,3
현대 벨로스터 익스트림 터보,2013.0,204.0,4.0,26.9,2195.0,630.0,130000,0
기아 로체 LX18 기본형,2006.0,138.0,4.0,17.5,1612.0,290.0,90000,0
현대 싼타페 더스타일 2.0 e-VGT MLX 2WD 디럭스,2011.0,184.0,4.0,40.0,2785.0,1300.0,70000,0
현대 싼타페 2.0 골드 디젤 4WD 최고급형,2004.0,126.0,4.0,26.4,2434.0,298.0,20000,3
쌍용 뉴 체어맨W V8 5000 서밋,2014.0,306.0,8.0,45.0,11328.0,2650.0,130000,1
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2011.0,184.0,4.0,40.0,2499.0,870.0,130000,0
기아 K5 2.0 터보 프레스티지,2012.0,271.0,4.0,37.1,2815.0,1790.0,80000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1150.0,90000,1
현대 쏘나타 하이브리드 2.0 HEV 스마트,2014.0,191.0,4.0,27.0,3038.0,890.0,70000,0
기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,2016.0,202.0,4.0,45.0,3270.0,1550.0,90000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,1280.0,100000,1
르노삼성 뉴 SM5 LE,2007.0,140.0,4.0,18.8,2270.0,250.0,170000,0
제네시스 EQ900 3.3 T-GDi AWD 럭셔리,2018.0,370.0,6.0,52.0,7805.0,5700.0,10000,3
현대 아반떼AD 1.6 GDi 모던,2016.0,132.0,4.0,16.3,1929.0,800.0,80000,0
기아 더 K9 3.8 GDI AWD 그랜드 플래티넘,2019.0,315.0,6.0,40.5,7608.0,4560.0,70000,3
쉐보레 크루즈 1.8 LT 플러스,2014.0,142.0,4.0,17.9,1824.0,1500.0,70000,0
르노삼성 SM7 뉴 아트 SE23 플레저,2011.0,170.0,6.0,23.0,2870.0,700.0,80000,0
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2013.0,184.0,4.0,40.0,2499.0,1090.0,120000,0
현대 뉴아반떼XD 1.6 VVT 디럭스 기본형,2005.0,110.0,4.0,13.8,1095.0,250.0,70000,0
르노삼성 QM5 가솔린 2WD LE25 시티,2009.0,171.0,4.0,23.0,2288.0,940.0,90000,0
현대 아반떼HD 1.6 VVT E16 디럭스,2007.0,124.0,4.0,15.9,1230.0,380.0,120000,0
현대 엑센트 1.4 VVT 럭셔리,2011.0,108.0,4.0,13.9,1149.0,340.0,70000,0
현대 에쿠스 GS 300 밸류,2000.0,194.0,6.0,25.8,3590.0,499.0,100000,0
기아 더 뉴 K5 터보 노블레스,2014.0,271.0,4.0,37.1,2995.0,1890.0,40000,0
기아 모하비 KV380 2WD 고급형,2011.0,274.0,6.0,36.9,3856.0,2090.0,120000,1
현대 YF쏘나타 2.0 Y20 스포츠,2010.0,165.0,4.0,20.2,2820.0,919.0,120000,0
현대 제네시스 쿠페 380 GT R,2010.0,303.0,6.0,36.8,3392.0,1490.0,40000,1
현대 제네시스 쿠페 200 터보 D,2009.0,210.0,4.0,30.5,2320.0,850.0,110000,1
현대 아반떼MD M16 GDi 탑,2012.0,140.0,4.0,16.9,1890.0,899.0,130000,0
쌍용 체어맨H 500S 고급형,2010.0,197.0,6.0,27.0,3612.0,190.0,220000,1
제네시스 G80 3.3 GDi AWD 프레스티지,2018.0,282.0,6.0,35.4,6110.0,5290.0,10000,3
현대 제네시스 BH380 로얄 VIP 팩,2012.0,334.0,6.0,40.3,6290.0,1990.0,190000,1
현대 뉴 제네시스 G330 프리미엄 AWD,2016.0,282.0,6.0,35.4,5401.0,2370.0,90000,3
현대 뉴 에쿠스 VL 500 프레스티지,2010.0,400.0,8.0,51.0,14600.0,2090.0,70000,1
기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2014.0,184.0,4.0,41.0,2565.0,1990.0,40000,0
제네시스 EQ900 3.8 GDi 럭셔리,2018.0,315.0,6.0,40.5,7363.0,4150.0,40000,1
르노삼성 뉴 SM5 RE,2011.0,141.0,4.0,19.8,2710.0,730.0,40000,0
기아 더 뉴 모하비 3.0 디젤 4WD VIP,2017.0,260.0,6.0,56.1,4251.0,3670.0,9000,2
현대 그랜저 뉴 럭셔리 Q270 럭셔리,2009.0,195.0,6.0,25.5,3127.0,930.0,110000,0
현대 싼타페CM 2.0 VGT 스타일 팩 2WD,2008.0,151.0,4.0,34.0,2550.0,599.0,160000,0
현대 벨로스터 익스트림 터보,2013.0,204.0,4.0,26.9,2195.0,990.0,70000,0
현대 팰리세이드 2.2 디젤 2WD 익스클루시브,2019.0,202.0,4.0,45.0,3622.0,3850.0,10000,0
현대 뉴 에쿠스 VL 500 프레스티지,2012.0,430.0,8.0,52.0,14300.0,3520.0,40000,1
쌍용 체어맨H 뉴 클래식 600S 최고급형,2012.0,222.0,6.0,31.0,4410.0,1700.0,40000,1
현대 그랜져HG 240 모던,2014.0,201.0,4.0,25.5,2976.0,2000.0,60000,0
기아 K5 2.4 GDI 노블레스,2011.0,201.0,4.0,25.5,2965.0,1150.0,110000,0
쌍용 뉴체어맨 CM600L 리무진,2006.0,220.0,6.0,32.0,6933.0,1090.0,130000,1
현대 벨로스터 익스트림,2012.0,140.0,4.0,17.0,2095.0,760.0,100000,0
현대 제네시스 쿠페 380 GT P,2010.0,303.0,6.0,36.8,3042.0,960.0,130000,1
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,1130.0,90000,1
현대 베라크루즈 4WD 300VX,2008.0,255.0,6.0,47.9,4016.0,1060.0,200000,2
현대 뉴 에쿠스 VS 380 프리미엄,2015.0,334.0,6.0,40.3,7746.0,2790.0,90000,1
현대 더 뉴 벨로스터 터보 디 스펙 DCT,2015.0,204.0,4.0,26.9,2370.0,1435.0,60000,0
현대 더 뉴 아반떼 1.6 GDi 스마트,2014.0,140.0,4.0,16.9,1734.0,1090.0,10000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1290.0,110000,1
기아 올 뉴 모닝 1.0 가솔린 디럭스 스페셜,2012.0,82.0,3.0,9.6,1050.0,590.0,40000,0
현대 테라칸 2.9 CRDi 디젤 JX290 4WD 고급형 블랙스페셜,2005.0,174.0,4.0,36.0,2801.0,430.0,240000,2
현대 제네시스 BH330 럭셔리,2011.0,262.0,6.0,32.1,4724.0,1630.0,140000,1
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2011.0,184.0,4.0,40.0,2499.0,990.0,120000,0
현대 벨로스터 익스트림 터보,2013.0,204.0,4.0,26.9,2195.0,530.0,100000,0
현대 제네시스 쿠페 200 터보 P,2011.0,210.0,4.0,30.5,2723.0,790.0,80000,1
기아 뉴 오피러스 GH330 고급형 럭셔리,2007.0,247.0,6.0,31.5,4120.0,890.0,130000,0
기아 포르테 쿱 1.6 CVVT 고급형,2010.0,124.0,4.0,15.9,1813.0,550.0,120000,0
기아 뉴 프라이드 1.5 VGT 4도어 SLX,2006.0,112.0,4.0,24.5,1255.0,482.0,130000,0
르노삼성 SM7 VQ35 RE,2007.0,217.0,6.0,31.9,3660.0,580.0,60000,0
현대 제네시스 쿠페 380 GT R,2010.0,303.0,6.0,36.8,3392.0,890.0,130000,1
기아 더 뉴 K7 3.0 GDI 프레스티지,2013.0,270.0,6.0,31.6,3430.0,1270.0,100000,0
현대 아반떼AD 1.6 T-GDi 익스트림 셀렉션,2017.0,204.0,4.0,26.9,2415.0,1590.0,60000,0
기아 레이 1.0 가솔린 프레스티지,2012.0,78.0,3.0,9.6,1495.0,790.0,60000,0
쌍용 티볼리 아머 1.6 가솔린 2WD 기어 에디션,2018.0,126.0,4.0,16.0,2195.0,1799.0,5000,0
현대 엑센트  1.6 VGT 모던,2014.0,136.0,4.0,30.6,1544.0,1100.0,60000,0
기아 올 뉴 모닝 1.0 가솔린 럭셔리 스포츠,2012.0,82.0,3.0,9.6,1105.0,520.0,40000,0
기아 뉴 스포티지 TLX 2WD 고급형,2010.0,151.0,4.0,32.0,2044.0,498.0,150000,0
기아 모하비 QV300 2WD ,2015.0,260.0,6.0,56.0,3936.0,2590.0,30000,1
현대 싼타페DM 2.0 VGT 2WD 프리미엄,2014.0,184.0,4.0,41.0,2970.0,1220.0,130000,0
기아 K5 터보 노블레스,2013.0,271.0,4.0,37.1,2925.0,1520.0,110000,0
현대 제네시스 BH330 럭셔리,2009.0,262.0,6.0,32.1,4724.0,580.0,150000,1
제네시스 G70 3.3 T-GDi 스포츠 슈프림,2018.0,370.0,6.0,52.0,5085.0,3850.0,10000,1
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2011.0,184.0,4.0,40.0,2499.0,970.0,120000,0
현대 NF쏘나타 N20 럭셔리 고급형,2008.0,144.0,4.0,23.0,2023.0,299.0,150000,0
기아 그랜드카니발 GLX 최고급형,2009.0,170.0,4.0,36.0,2510.0,1099.0,130000,0
현대 아슬란 G330 프리미엄,2015.0,294.0,6.0,35.3,4190.0,3090.0,10000,0
기아 K5 2.0 터보 노블레스,2012.0,271.0,4.0,37.1,2945.0,890.0,160000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,1280.0,90000,1
현대 뉴 에쿠스 VL 500 프레스티지,2010.0,400.0,8.0,51.0,14600.0,1690.0,120000,1
현대 싼타페 더 프라임 2.0 디젤 2WD 익스클루시브 스페셜,2016.0,186.0,4.0,41.0,3318.0,2570.0,20000,0
기아 레이 1.0 터보 프레스티지,2016.0,106.0,3.0,14.0,1594.0,1190.0,30000,0
기아 쏘울 1.6 U 고급형,2010.0,124.0,4.0,15.9,1301.0,499.0,140000,0
기아 모하비 KV300 4WD 상시4WD,2014.0,260.0,6.0,56.0,4625.0,2999.0,80000,2
기아 스포티지 4세대 2.0 디젤 2WD 노블레스,2016.0,186.0,4.0,41.0,2601.0,1650.0,80000,0
기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,2016.0,202.0,4.0,45.0,4985.0,3600.0,30000,0
GM대우 라세티 프리미어 SX 일반형,2009.0,124.0,4.0,15.7,1537.0,650.0,120000,0
현대 뉴 제네시스 G330 프리미엄,2016.0,282.0,6.0,35.4,5255.0,4399.0,40000,1
르노삼성 SM5 SM520,2002.0,143.0,4.0,18.5,1665.0,150.0,190000,0
제네시스 EQ900 3.3 T-GDi AWD 럭셔리,2017.0,370.0,6.0,52.0,7805.0,5550.0,30000,3
르노삼성 뉴 QM3 RE 시그니처,2018.0,90.0,4.0,22.4,2570.0,1790.0,10000,0
현대 스타렉스 RV CRDi 디젤 9인승 SVX 2WD 고급Ⅰ형,2000.0,145.0,4.0,33.0,1536.0,295.0,170000,1
기아 K3 1.6 디젤 노블레스,2015.0,128.0,4.0,26.5,2195.0,1180.0,50000,0
현대 그랜져TG Q270 럭셔리,2007.0,195.0,6.0,25.6,2971.0,488.0,110000,0
현대 싼타페DM 2.0 VGT 2WD 프리미엄,2013.0,184.0,4.0,41.0,3008.0,1130.0,150000,0
기아 K5 2세대 2.0 가솔린 MX 프레스티지,2017.0,168.0,4.0,20.5,2505.0,1450.0,90000,0
현대 더 뉴 제네시스 쿠페 380 GT P,2012.0,350.0,6.0,40.8,3278.0,1390.0,120000,1
기아 쏘렌토R 2.0 TLX 2WD 프리미엄,2011.0,184.0,4.0,40.0,2940.0,660.0,200000,0
르노삼성 뉴 SM5  RE,2010.0,141.0,4.0,19.8,2650.0,890.0,140000,0
현대 그랜저 뉴 럭셔리 Q270 럭셔리,2009.0,195.0,6.0,25.5,3127.0,490.0,160000,0
현대 제네시스 쿠페 200 터보 R,2009.0,210.0,4.0,30.5,2942.0,860.0,100000,1
현대 그랜져IG 3.0 GDI 익스클루시브 스페셜,2017.0,266.0,6.0,31.4,3870.0,2999.0,10000,0
현대 제네시스 쿠페 200 터보 P,2011.0,210.0,4.0,30.5,2723.0,890.0,100000,1
쌍용 뉴 체어맨W CW700 4트로닉 프레스티지,2014.0,250.0,6.0,35.0,7500.0,1520.0,60000,3
GM대우 뉴 라세티 2.0 왜건 EX,2007.0,121.0,4.0,28.7,1440.0,290.0,130000,0
기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2016.0,184.0,4.0,41.0,2590.0,1380.0,40000,0
현대 NF쏘나타 N20 기본형,2006.0,144.0,4.0,23.0,1798.0,210.0,100000,0
GM대우 라세티 프리미어 디젤 SX 고급형,2009.0,163.0,4.0,36.7,1863.0,690.0,130000,0
기아 레이 1.0 가솔린 럭셔리,2014.0,78.0,3.0,9.6,1406.0,790.0,50000,0
기아 K3 1.6 GDI 럭셔리,2015.0,140.0,4.0,16.9,1744.0,838.0,70000,0
기아 올 뉴 카니발 3.3 GDi 9인승 하이리무진 노블레스,2018.0,280.0,6.0,34.7,5404.0,4000.0,20000,0
현대 더 뉴 아반떼AD 1.6 디젤 프리미엄,2019.0,136.0,4.0,30.6,2454.0,2080.0,80,0
현대 뉴 제네시스 G330 프리미엄 AWD,2014.0,282.0,6.0,35.4,5510.0,4180.0,50000,3
현대 아반떼MD M16 GDi 모던,2013.0,140.0,4.0,16.9,1860.0,1050.0,70000,0
기아 뉴 페이스 카렌스 2.0 LPI GLX 최고급형,2011.0,141.0,4.0,19.0,2081.0,677.0,150000,0
현대 그랜져IG 하이브리드 2.4 HEV 익스클루시브 스페셜,2018.0,199.0,4.0,26.7,4138.0,4150.0,100,0
현대 싼타페TM 2.2 디젤 4WD 익스클루시브,2019.0,202.0,4.0,45.0,3610.0,1980.0,10000,3
제네시스 G70 2.0 T-GDi 스포츠 패키지,2019.0,255.0,4.0,36.0,4251.0,4250.0,7000,1
현대 제네시스 쿠페 200 터보 RW,2010.0,210.0,4.0,30.5,3136.0,1240.0,100000,1
르노삼성 SM7 VQ35 RE 블랙,2005.0,217.0,6.0,31.9,3755.0,399.0,130000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,1380.0,60000,1
기아 레이 1.0 가솔린 럭셔리,2013.0,78.0,3.0,9.6,1375.0,400.0,100000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,960.0,130000,1
기아 K3 1.6 디젤 노블레스,2015.0,128.0,4.0,26.5,2195.0,1250.0,80000,0
기아 쏘렌토R 2.0 TLX 2WD 최고급형,2011.0,184.0,4.0,40.0,2878.0,500.0,210000,0
기아 포르테 쿱 2.0 CVVT 고급형,2010.0,158.0,4.0,20.2,1874.0,530.0,90000,0
현대 엑센트  1.6 VGT 위트 프리미어,2012.0,128.0,4.0,26.5,1550.0,500.0,210000,0
쌍용 뷰티풀 코란도 1.6 디젤 2WD 딜라이트,2019.0,136.0,4.0,32.9,2543.0,2050.0,30000,0
쉐보레 크루즈 2.0 LTZ,2012.0,163.0,4.0,36.7,2035.0,990.0,90000,0
현대 싼타페DM 2.0 VGT 2WD 프리미엄,2013.0,184.0,4.0,41.0,3008.0,1190.0,130000,0
